pt,charge,rp,phi,eta,calo_energy,Particle_Type,pos,pos_1,dir_1,pos_2,dir_2,detid,front_1,front_2,front_3,front_4,back_1,back_2,back_3,back_4,Error,et,theta,px,py,pz,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision,energy,hadronicOverEm,hadronicDepth1OverEcal,hadronicDepth2OverEcal,e1x5,e2x5,e3x3,e5x5,maxEnergyXtal,sigmaEtaEta,sigmaIetaIeta,r1x5,r2x5,r9,ecalRecHitSumEtConeDR04,hcalTowerSumEtConeDR04,hcalDepth1TowerSumEtConeDR04,hcalDepth2TowerSumEtConeDR04,trkSumPtSolidConeConeDR04,trkSumPtHollowConeDR04,nTrkSolidConeDR04,nTrkHollowConeDR04,ecalRecHitSumEtDR03,hcalTowerSumEtDR03,hcalDepth1TowerSumEtDR03,hcalDepth2TowerSumEtDR03,trkSumPtSolidConeDR03,trkSumPtHollowConeDR03,nTrkSolidConeDR03,nTrkHollowConeDR03,dir,Name,Index,WasRun,Accept,Objects,path,slot,moduleLabel,moduleType,VID,KEY,id,mass
35.4287,,,2.6381,0.781133,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau35_Trk1_eta2p1_Prong1_v3,34.0,hltDoubleL2Tau35eta2p1,HLT1CaloJet,84.0,120.0,15.0,2.97491
45.3274,,,-0.60783,1.4728,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau35_Trk1_eta2p1_Prong1_v3,35.0,hltL2Tau25eta2p1,HLT1CaloJet,84.0,119.0,15.0,1.83734
35.4287,,,2.6381,0.781133,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau35_Trk1_eta2p1_Prong1_v3,35.0,hltL2Tau25eta2p1,HLT1CaloJet,84.0,120.0,15.0,2.97491
45.3274,,,-0.60783,1.4728,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau35_Trk1_eta2p1_Prong1_v3,43.0,hltL2DiTauIsoFilter,HLTCaloJetTag,84.0,121.0,15.0,1.83734
64.0,,,2.79253,0.8695,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau35_Trk1_eta2p1_v3,7.0,hltL1sDoubleTauJet44erorDoubleJetC64,HLTLevel1GTSeed,-84.0,133.0,0.0,0.0
84.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau35_Trk1_eta2p1_v3,7.0,hltL1sDoubleTauJet44erorDoubleJetC64,HLTLevel1GTSeed,-86.0,135.0,0.0,0.0
45.3274,,,-0.60783,1.4728,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau35_Trk1_eta2p1_v3,34.0,hltDoubleL2Tau35eta2p1,HLT1CaloJet,84.0,119.0,15.0,1.83734
35.4287,,,2.6381,0.781133,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau35_Trk1_eta2p1_v3,34.0,hltDoubleL2Tau35eta2p1,HLT1CaloJet,84.0,120.0,15.0,2.97491
45.3274,,,-0.60783,1.4728,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau35_Trk1_eta2p1_v3,35.0,hltL2Tau25eta2p1,HLT1CaloJet,84.0,119.0,15.0,1.83734
35.4287,,,2.6381,0.781133,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau35_Trk1_eta2p1_v3,35.0,hltL2Tau25eta2p1,HLT1CaloJet,84.0,120.0,15.0,2.97491
45.3274,,,-0.60783,1.4728,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau35_Trk1_eta2p1_v3,43.0,hltL2DiTauIsoFilter,HLTCaloJetTag,84.0,121.0,15.0,1.83734
64.0,,,2.79253,0.8695,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_IsoMu12_DoubleCentralJet65_v4,7.0,hltL1sL1DoubleJetC64ORDoubleJetC56ORDoubleJetC52,HLTLevel1GTSeed,-84.0,133.0,0.0,0.0
84.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_IsoMu12_DoubleCentralJet65_v4,7.0,hltL1sL1DoubleJetC64ORDoubleJetC56ORDoubleJetC52,HLTLevel1GTSeed,-86.0,135.0,0.0,0.0
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele32_WP80_PFJet30_PFJet25_Deta3_v3,7.0,hltL1sL1SingleEG20ORL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele32_WP80_PFJet30_PFJet25_Deta3_CentralPFJet30_v3,7.0,hltL1sL1SingleEG20ORL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele32_WP80_PFJet30_PFJet25_Deta3_CentralPFJet30_v3,56.0,hltEle32WP80TrackIsoFilter,HLTElectronGenericFilter,82.0,9.0,-11.0,-0.0156426
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele32_WP80_CentralPFJet35_CentralPFJet25_v3,7.0,hltL1sL1SingleEG20ORL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele32_WP80_CentralPFJet35_CentralPFJet25_v3,56.0,hltEle32WP80TrackIsoFilter,HLTElectronGenericFilter,82.0,9.0,-11.0,-0.0156426
51.0833,,,2.60483,0.723927,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele32_WP80_CentralPFJet35_CentralPFJet25_v3,181.0,hltEle32WP80CentralPFJet35EleCleaned,HLTPFJetCollectionsFilter,85.0,143.0,0.0,6.07606
51.0833,,,2.60483,0.723927,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele32_WP80_CentralPFJet35_CentralPFJet25_v3,182.0,hltEle32WP80DiCentralPFJet25EleCleaned,HLTPFJetCollectionsFilter,85.0,143.0,0.0,6.07606
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele32_WP80_CentralPFJet35_CentralPFJet25_PFMET20_v3,7.0,hltL1sL1SingleEG20ORL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele32_WP80_CentralPFJet35_CentralPFJet25_PFMET20_v3,56.0,hltEle32WP80TrackIsoFilter,HLTElectronGenericFilter,82.0,9.0,-11.0,-0.0156426
51.0833,,,2.60483,0.723927,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele32_WP80_CentralPFJet35_CentralPFJet25_PFMET20_v3,181.0,hltEle32WP80CentralPFJet35EleCleaned,HLTPFJetCollectionsFilter,85.0,143.0,0.0,6.07606
51.0833,,,2.60483,0.723927,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele32_WP80_CentralPFJet35_CentralPFJet25_PFMET20_v3,182.0,hltEle32WP80DiCentralPFJet25EleCleaned,HLTPFJetCollectionsFilter,85.0,143.0,0.0,6.07606
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_CentralPFNoPUJet30_v7,7.0,hltL1sL1SingleEG20orL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele25_CaloIdVT_CaloIsoVL_TrkIdVL_TrkIsoT_DiCentralPFNoPUJet30_v1,7.0,hltL1sL1SingleEG20orL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_CentralPFNoPUJet30_BTagIPIter_v8,7.0,hltL1sL1SingleEG20orL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_CentralPFNoPUJet30_BTagIPIter_v8,53.0,hltEle25CaloIdVTTrkIdTCaloIsoTTrkIsoTTrackIsoFilter,HLTElectronGenericFilter,82.0,16.0,-11.0,-0.0156426
54.9008,,,2.60483,0.723927,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_CentralPFNoPUJet30_BTagIPIter_v8,182.0,hltEle25CaloIdVTCaloIsoTTrkIdTTrkIsoTCentralBPFNoPUJet30EleCleaned,HLTPFJetCollectionsFilter,86.0,277.0,0.0,6.53012
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele27_WP80_CentralPFJet80_v8,7.0,hltL1sL1SingleEG20ORL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele27_WP80_CentralPFJet80_v8,56.0,hltEle27WP80TrackIsoFilter,HLTElectronGenericFilter,82.0,6.0,-11.0,-0.0156426
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele27_WP80_WCandPt80_v8,7.0,hltL1sL1SingleEG20ORL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele27_WP80_WCandPt80_v8,56.0,hltEle27WP80TrackIsoFilter,HLTElectronGenericFilter,82.0,6.0,-11.0,-0.0156426
12.0936,,,-2.05822,0.0,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele27_WP80_WCandPt80_v8,181.0,hltPFMHT0,HLTMhtFilter,90.0,123.0,0.0,0.0
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele30_CaloIdVT_TrkIdT_PFNoPUJet100_PFNoPUJet25_v7,7.0,hltL1sL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
43.3446,,,-0.610686,1.46769,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele30_CaloIdVT_TrkIdT_PFNoPUJet100_PFNoPUJet25_v7,29.0,hltEG30CaloIdVTHEFilterL1EG22,HLTEgammaGenericFilter,81.0,0.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele30_CaloIdVT_TrkIdT_PFNoPUJet100_PFNoPUJet25_v7,44.0,hltEle30CaloIdVTTrkIdTDphiFilter,HLTElectronGenericFilter,82.0,16.0,-11.0,-0.0156426
74.7913,,,-0.604753,1.42896,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele30_CaloIdVT_TrkIdT_PFNoPUJet100_PFNoPUJet25_v7,172.0,hltDiPFNoPUJet25,HLT1PFJet,85.0,276.0,0.0,9.44397
54.9008,,,2.60483,0.723927,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele30_CaloIdVT_TrkIdT_PFNoPUJet100_PFNoPUJet25_v7,172.0,hltDiPFNoPUJet25,HLT1PFJet,85.0,277.0,0.0,6.53012
54.9008,,,2.60483,0.723927,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele30_CaloIdVT_TrkIdT_PFNoPUJet100_PFNoPUJet25_v7,174.0,hltEle30CaloIdVTTrkIdTDiCentralPFNoPUJet25EleCleaned,HLTPFJetCollectionsFilter,0.0,277.0,0.0,6.53012
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele30_CaloIdVT_TrkIdT_PFNoPUJet150_PFNoPUJet25_v7,7.0,hltL1sL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
43.3446,,,-0.610686,1.46769,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele30_CaloIdVT_TrkIdT_PFNoPUJet150_PFNoPUJet25_v7,29.0,hltEG30CaloIdVTHEFilterL1EG22,HLTEgammaGenericFilter,81.0,0.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele30_CaloIdVT_TrkIdT_PFNoPUJet150_PFNoPUJet25_v7,44.0,hltEle30CaloIdVTTrkIdTDphiFilter,HLTElectronGenericFilter,82.0,16.0,-11.0,-0.0156426
74.7913,,,-0.604753,1.42896,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele30_CaloIdVT_TrkIdT_PFNoPUJet150_PFNoPUJet25_v7,172.0,hltDiPFNoPUJet25,HLT1PFJet,85.0,276.0,0.0,9.44397
54.9008,,,2.60483,0.723927,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele30_CaloIdVT_TrkIdT_PFNoPUJet150_PFNoPUJet25_v7,172.0,hltDiPFNoPUJet25,HLT1PFJet,85.0,277.0,0.0,6.53012
54.9008,,,2.60483,0.723927,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele30_CaloIdVT_TrkIdT_PFNoPUJet150_PFNoPUJet25_v7,174.0,hltEle30CaloIdVTTrkIdTDiCentralPFNoPUJet25EleCleaned,HLTPFJetCollectionsFilter,0.0,277.0,0.0,6.53012
13.0,,,2.0944,0.8695,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleEle8_CaloIdT_TrkIdVL_Mass8_PFNoPUHT175_v3,7.0,hltL1sL1DoubleEG6HTT100ORHTT125,HLTLevel1GTSeed,-83.0,127.0,0.0,0.0
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleEle8_CaloIdT_TrkIdVL_Mass8_PFNoPUHT175_v3,7.0,hltL1sL1DoubleEG6HTT100ORHTT125,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
104.5,,,0.0,0.0,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleEle8_CaloIdT_TrkIdVL_Mass8_PFNoPUHT175_v3,7.0,hltL1sL1DoubleEG6HTT100ORHTT125,HLTLevel1GTSeed,-89.0,139.0,-89.0,0.0
13.0,,,2.0944,0.8695,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleEle8_CaloIdT_TrkIdVL_Mass8_PFNoPUHT225_v3,7.0,hltL1sL1DoubleEG6HTT100ORHTT125,HLTLevel1GTSeed,-83.0,127.0,0.0,0.0
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleEle8_CaloIdT_TrkIdVL_Mass8_PFNoPUHT225_v3,7.0,hltL1sL1DoubleEG6HTT100ORHTT125,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
104.5,,,0.0,0.0,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleEle8_CaloIdT_TrkIdVL_Mass8_PFNoPUHT225_v3,7.0,hltL1sL1DoubleEG6HTT100ORHTT125,HLTLevel1GTSeed,-89.0,139.0,-89.0,0.0
64.0,,,2.79253,0.8695,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_RsqMR40_Rsq0p04_v6,7.0,hltL1sL1DoubleJetC64ORDoubleJetC56ORDoubleJetC52,HLTLevel1GTSeed,-84.0,133.0,0.0,0.0
84.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_RsqMR40_Rsq0p04_v6,7.0,hltL1sL1DoubleJetC64ORDoubleJetC56ORDoubleJetC52,HLTLevel1GTSeed,-86.0,135.0,0.0,0.0
64.0,,,2.79253,0.8695,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_RsqMR45_Rsq0p09_v5,7.0,hltL1sL1DoubleJetC64ORDoubleJetC56ORDoubleJetC52,HLTLevel1GTSeed,-84.0,133.0,0.0,0.0
84.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_RsqMR45_Rsq0p09_v5,7.0,hltL1sL1DoubleJetC64ORDoubleJetC56ORDoubleJetC52,HLTLevel1GTSeed,-86.0,135.0,0.0,0.0
79.9702,,,-0.607303,1.47874,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_RsqMR45_Rsq0p09_v5,21.0,hltDoubleCentralJet65L1FastJet,HLT1CaloJet,85.0,19.0,0.0,11.4085
64.0,,,2.79253,0.8695,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_RsqMR55_Rsq0p09_MR150_v6,7.0,hltL1sL1DoubleJetC64ORDoubleJetC56ORDoubleJetC52,HLTLevel1GTSeed,-84.0,133.0,0.0,0.0
84.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_RsqMR55_Rsq0p09_MR150_v6,7.0,hltL1sL1DoubleJetC64ORDoubleJetC56ORDoubleJetC52,HLTLevel1GTSeed,-86.0,135.0,0.0,0.0
79.9702,,,-0.607303,1.47874,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_RsqMR55_Rsq0p09_MR150_v6,21.0,hltDoubleCentralJet65L1FastJet,HLT1CaloJet,85.0,19.0,0.0,11.4085
64.0,,,2.79253,0.8695,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_RsqMR60_Rsq0p09_MR150_v6,7.0,hltL1sL1DoubleJetC64ORDoubleJetC56ORDoubleJetC52,HLTLevel1GTSeed,-84.0,133.0,0.0,0.0
84.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_RsqMR60_Rsq0p09_MR150_v6,7.0,hltL1sL1DoubleJetC64ORDoubleJetC56ORDoubleJetC52,HLTLevel1GTSeed,-86.0,135.0,0.0,0.0
79.9702,,,-0.607303,1.47874,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_RsqMR60_Rsq0p09_MR150_v6,21.0,hltDoubleCentralJet65L1FastJet,HLT1CaloJet,85.0,19.0,0.0,11.4085
64.0,,,2.79253,0.8695,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_RsqMR65_Rsq0p09_MR150_v5,7.0,hltL1sL1DoubleJetC64ORDoubleJetC56ORDoubleJetC52,HLTLevel1GTSeed,-84.0,133.0,0.0,0.0
84.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_RsqMR65_Rsq0p09_MR150_v5,7.0,hltL1sL1DoubleJetC64ORDoubleJetC56ORDoubleJetC52,HLTLevel1GTSeed,-86.0,135.0,0.0,0.0
79.9702,,,-0.607303,1.47874,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_RsqMR65_Rsq0p09_MR150_v5,21.0,hltDoubleCentralJet65L1FastJet,HLT1CaloJet,85.0,19.0,0.0,11.4085
64.0,,,2.79253,0.8695,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_IsoMu12_RsqMR30_Rsq0p04_MR200_v4,7.0,hltL1sL1DoubleJetC64ORDoubleJetC56ORDoubleJetC52,HLTLevel1GTSeed,-84.0,133.0,0.0,0.0
84.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_IsoMu12_RsqMR30_Rsq0p04_MR200_v4,7.0,hltL1sL1DoubleJetC64ORDoubleJetC56ORDoubleJetC52,HLTLevel1GTSeed,-86.0,135.0,0.0,0.0
64.0,,,2.79253,0.8695,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_IsoMu12_RsqMR40_Rsq0p04_MR200_v4,7.0,hltL1sL1DoubleJetC64ORDoubleJetC56ORDoubleJetC52,HLTLevel1GTSeed,-84.0,133.0,0.0,0.0
