Run,Event,Type1,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,Type2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
160957,31971893,G,7.952660000000001,-0.104894,3.752,-7.01036,3.7534699999999996,-1.38285,1.59875,1,G,6.445530000000001,-2.4823,3.9007300000000003,-4.48956,4.6235800000000005,-0.860728,2.13753,-1,3.13078
160957,32415282,G,10.6514,5.05476,4.67437,-8.12657,6.88479,-1.00334,0.74632,-1,G,12.5711,6.48549,2.66542,-10.4333,7.01185,-1.1880600000000001,0.389937,1,2.78633
160957,32488186,G,8.16132,-2.11607,7.881480000000001,0.0240904,8.1606,0.00295204,1.8331,1,G,7.18785,-4.2679,5.6908,1.0265600000000001,7.11338,0.143817,2.21427,-1,3.0873
160957,32602031,G,8.40807,1.2048,-3.69524,7.45507,3.88668,1.4064,-1.2556200000000002,1,G,5.89499,2.01632,-4.2009300000000005,3.6092199999999997,4.6597599999999995,0.712672,-1.1233,-1,3.0714900000000003
160957,32837180,G,16.8095,3.0601,9.86581,13.2608,10.3295,1.0685200000000001,1.27003,-1,G,9.13011,3.6957,5.53114,6.252669999999999,6.6522,0.838261,0.981759,1,3.0625400000000003
160957,32457924,G,11.433,-0.16663699999999998,3.26315,10.9557,3.2674,1.9245400000000001,1.62182,-1,G,10.5202,1.73538,1.01647,10.3256,2.01115,2.33842,0.5298619999999999,1,2.8763900000000002
160957,33238235,G,19.3526,-7.18205,6.753769999999999,-16.6528,9.85876,-1.2953,2.38692,-1,G,6.57665,-3.9630099999999997,2.28179,-4.72538,4.57296,-0.904747,2.61918,1,3.07323
160957,33239107,G,30.035999999999998,-6.44332,2.15557,29.2572,6.79433,2.1664,2.81875,1,T,3.09801,0.110577,0.878307,2.96696,0.885241,1.92413,1.44556,-1,3.18657
160957,33222529,G,8.07346,1.90307,0.10657,7.844519999999999,1.9060599999999999,2.12237,0.055940300000000005,1,G,6.01866,-0.74149,2.16653,5.56502,2.2899,1.62101,1.90055,-1,3.5008199999999996
160957,33302173,G,11.2445,5.97498,1.2511299999999999,9.44259,6.10456,1.22045,0.206413,1,G,9.14252,5.75665,3.25466,6.31211,6.613010000000001,0.848831,0.51457,-1,3.08025
160957,32881993,G,7.243869999999999,-5.95389,2.67938,3.1360099999999997,6.529,0.46353999999999995,2.7187200000000002,-1,G,10.0575,-5.682869999999999,5.6142,6.1096900000000005,7.98838,0.704962,2.36227,1,3.10764
160957,33468302,G,10.1145,-5.66838,1.52057,-8.23708,5.86879,-1.14004,2.87951,-1,G,9.307910000000001,-5.58361,4.008780000000001,-6.27527,6.873639999999999,-0.8184600000000001,2.51892,1,3.0726400000000003
160957,33887744,G,6.02571,-5.5214099999999995,2.34738,0.549465,5.999680000000001,0.09145489999999999,2.7396,-1,G,6.1024199999999995,-6.00365,-0.259398,-1.05698,6.00926,-0.17499800000000001,-3.09841,1,3.10601
160957,33420602,G,14.4371,5.29826,-2.67472,13.1603,5.9351199999999995,1.53682,-0.467504,1,T,30.500999999999998,10.4265,-10.0652,26.8381,14.492,1.3753799999999998,-0.76777,-1,3.1614
160957,33506389,G,8.61997,8.0084,-1.52296,2.7997900000000002,8.15193,0.337034,-0.187927,-1,G,5.34626,4.247330000000001,1.22686,3.00438,4.42097,0.635853,0.28120100000000003,1,3.3281400000000003
160957,33507028,G,13.8254,12.1038,-2.32252,6.263669999999999,12.3246,0.488555,-0.189579,1,G,4.49739,4.46849,-0.1408,0.477637,4.4707099999999995,0.106635,-0.031499200000000005,-1,3.09347
160957,33581652,G,23.0166,-6.47656,-0.22244,-22.0853,6.48038,-1.9401400000000002,-3.1072599999999997,-1,G,17.1967,-6.28958,2.41127,-15.8222,6.73596,-1.58961,2.7755,1,3.51716
160957,33824284,G,6.23311,-3.9668,-1.28445,4.63197,4.169569999999999,0.957659,-2.82845,-1,G,8.115680000000001,-2.92829,-4.45096,6.12104,5.32784,0.98283,-2.15271,1,3.1342
160957,33841500,G,16.4638,7.760089999999999,-0.22960999999999998,14.517999999999999,7.763489999999999,1.38396,-0.029580000000000002,-1,G,10.7551,6.30186,-1.9979,8.48263,6.6109800000000005,1.0681100000000001,-0.30701,1,3.02232
160957,33731210,G,4.08237,-0.133406,-4.00159,0.789957,4.00381,0.196043,-1.60412,1,T,2.87542,-0.47557299999999997,-0.793307,2.72055,0.9249360000000001,1.7997299999999998,-2.11083,-1,3.56725
160957,34170131,G,8.346639999999999,2.18382,-3.9802800000000005,-7.0031,4.540019999999999,-1.21812,-1.0689799999999998,1,G,8.73183,3.96173,-5.3206,-5.67711,6.633560000000001,-0.775663,-0.930759,-1,2.57137
160957,34294211,G,6.2409099999999995,0.43670600000000004,6.10729,1.20336,6.12288,0.19529100000000002,1.4994100000000001,1,G,24.7417,-1.26876,24.6898,-0.971245,24.7224,-0.0392759,1.62214,-1,3.27315
160957,34166197,G,15.7094,3.8581800000000004,-5.81072,14.0757,6.97496,1.45167,-0.9846590000000001,1,G,18.6035,6.660310000000001,-4.22381,16.8487,7.8867199999999995,1.5030000000000001,-0.56517,-1,3.11911
160957,34458455,G,10.1072,3.59445,5.96252,-7.3261199999999995,6.962160000000001,-0.91786,1.02829,-1,G,19.4532,3.4002199999999996,10.2466,-16.1821,10.796,-1.19415,1.25039,1,3.0849
160957,34315113,G,6.666519999999999,-6.47031,1.5843,-0.23767600000000003,6.66145,-0.0356717,2.9014599999999997,-1,G,11.3333,-9.55204,5.84767,1.73059,11.1999,0.153911,2.59226,1,3.13268
160957,34162252,G,11.2122,2.49598,3.34248,10.4067,4.1715800000000005,1.64525,0.9293809999999999,-1,G,17.1496,1.0648,7.692410000000001,15.2902,7.76576,1.42965,1.43325,1,3.10007
160957,34236539,G,12.5943,5.15104,-2.41732,-11.2351,5.69005,-1.43218,-0.43877700000000003,1,G,5.74031,1.28904,-2.86295,-4.80436,3.13976,-1.21138,-1.14773,-1,3.08806
160957,34279982,G,13.3376,4.68677,-1.6295,-12.3798,4.96197,-1.64535,-0.33460700000000004,1,G,7.54505,2.39074,-3.16661,-6.41666,3.96775,-1.25807,-0.9241149999999999,-1,3.11199
160957,34377264,G,7.453010000000001,-5.4964900000000005,5.03075,-0.127502,7.451169999999999,-0.0171108,2.40041,-1,G,7.45193,-6.9473199999999995,2.48598,-1.03674,7.3787,-0.140046,2.79796,1,3.07443
160957,34604953,G,36.5503,4.27475,28.6045,22.3477,28.9222,0.711195,1.42245,-1,G,19.1759,1.77,13.5751,13.4272,13.69,0.867732,1.4411399999999999,1,3.14798
160957,34789404,G,6.0225599999999995,2.06933,1.80443,5.3592900000000006,2.74556,1.42195,0.717121,-1,G,9.13761,5.980580000000001,0.539447,6.88669,6.00486,0.9815,0.08995639999999999,1,3.09388
160957,34816112,G,14.0753,5.78735,-8.93459,-9.20776,10.6452,-0.7826,-0.996007,-1,G,24.4452,6.37691,-15.7383,-17.584,16.9812,-0.9062540000000001,-1.18583,1,3.05117
160957,34487446,G,9.96396,8.55973,3.3646599999999998,3.8313800000000002,9.19727,0.405383,0.374527,1,G,6.390569999999999,4.3304,4.26956,1.9613200000000002,6.08124,0.317175,0.778324,-1,3.07876
160957,34685986,G,29.1145,9.31737,-0.529776,-27.578000000000003,9.332419999999999,-1.80414,-0.056797900000000005,-1,T,3.36134,0.48929300000000003,0.936435,-3.18922,1.05656,-1.82428,1.08931,1,3.4233300000000004
160957,34964685,G,19.2127,-0.5360090000000001,3.79229,-18.8268,3.8299800000000004,-2.29576,1.71121,1,G,6.5611,1.2884,1.00016,-6.35425,1.63104,-2.06913,0.660111,-1,2.5826599999999997
160957,35024135,G,16.1554,2.20929,3.5151,15.6125,4.151730000000001,2.03492,1.00967,-1,T,5.668880000000001,-0.974453,0.980817,5.4966800000000005,1.38259,2.08879,2.3529400000000003,1,2.99423
160957,35071703,G,7.69803,0.49583699999999997,-4.6269,-6.13143,4.65339,-1.08915,-1.46404,-1,G,14.4523,-0.717364,-11.1254,-9.19615,11.1485,-0.751977,-1.63519,1,2.7421
160957,35281869,G,15.5352,3.8393900000000003,-4.56235,14.3448,5.96288,1.61162,-0.871235,-1,G,17.7478,6.32174,-7.35014,14.8656,9.69479,1.21312,-0.860477,1,3.0584
160957,35321418,G,14.4803,-6.0709800000000005,2.98228,12.8031,6.76393,1.39466,2.68498,-1,G,16.1166,-7.25736,6.2524,12.9604,9.579239999999999,1.1103399999999999,2.43045,1,3.0811
160957,35021036,G,5.35675,2.56403,0.12742699999999998,-4.70033,2.5672,-1.3653600000000001,0.049656900000000004,1,G,8.377410000000001,1.19692,-0.9822639999999999,-8.2324,1.54837,-2.37275,-0.687213,-1,2.54877
160957,35050292,G,37.5539,2.28654,-22.3162,-30.1172,22.4331,-1.10412,-1.46869,1,G,16.9697,2.75478,-9.08431,-14.0658,9.49281,-1.18459,-1.27636,-1,3.0470599999999997
160957,35204787,G,12.1762,-5.79971,-3.07914,10.2534,6.56641,1.2283899999999999,-2.65352,-1,G,23.0126,-10.2155,-9.81645,18.1342,14.1675,1.06619,-2.3761099999999997,1,3.10094
160957,35736731,G,18.7554,1.8263599999999998,9.2421,-16.2174,9.42083,-1.31164,1.3757,1,T,64.1092,9.02188,35.7183,-52.467,36.8401,-1.15196,1.32339,-1,3.1434900000000003
160957,35755863,G,7.156610000000001,0.38171900000000003,3.3925400000000003,6.28895,3.41394,1.3707200000000002,1.45875,-1,G,4.62756,1.3733600000000001,3.41374,2.80418,3.67964,0.702783,1.1883,1,2.60308
160957,35539456,G,14.3441,10.9858,-9.19786,-0.673234,14.3279,-0.0469705,-0.697046,1,G,8.18547,7.46448,-3.29786,-0.629586,8.16054,-0.0770737,-0.41602,-1,3.05413
160957,35560379,G,21.36,6.0489,-8.19881,18.7731,10.1887,1.3709200000000001,-0.935163,1,G,11.7503,4.286969999999999,-6.0876,9.08957,7.4456,1.02922,-0.957248,-1,3.00493
160957,35783892,G,8.65136,-1.10216,-6.17336,5.95901,6.270969999999999,0.8457549999999999,-1.74747,-1,G,8.730319999999999,-4.08875,-5.4147,5.49276,6.78505,0.740099,-2.2175700000000003,1,3.12268
160957,35610784,G,37.8164,7.065060000000001,-2.29831,-37.0792,7.4294899999999995,-2.3106400000000002,-0.31450900000000004,1,G,27.3758,5.90089,-4.16104,-26.4062,7.220439999999999,-2.00802,-0.6141770000000001,-1,3.1268700000000003
160957,35912625,G,5.20014,-4.7451300000000005,-1.21566,-1.74249,4.89837,-0.348624,-2.8908,-1,G,5.83272,-4.50155,1.4012,-3.43252,4.714580000000001,-0.675506,2.83983,1,3.06724
160957,35837507,G,8.05231,1.79194,0.028236599999999997,-7.84963,1.79217,-2.18297,0.0157562,1,G,6.5182199999999995,-0.364439,-2.04862,-6.17628,2.0807900000000004,-1.8083599999999997,-1.74685,-1,3.07484
160957,35899664,G,7.758539999999999,6.94942,-0.118872,3.44604,6.9504399999999995,0.477454,-0.0171037,1,G,10.1561,9.53101,-2.8405099999999996,2.05586,9.94528,0.205273,-0.289647,-1,3.2095
160957,36531351,G,20.2475,9.303360000000001,-9.26242,-15.4145,13.128,-0.9993280000000001,-0.783193,1,T,27.6608,9.51366,-12.4113,-22.8157,15.6381,-1.1717899999999999,-0.916799,-1,3.1347400000000003
160957,36065085,G,22.1819,0.778874,6.6268199999999995,21.1543,6.672439999999999,1.871,1.4538,-1,G,19.5679,-0.153309,8.28236,17.7277,8.28378,1.50457,1.5893,1,2.9262900000000003
160957,36450425,G,6.69883,5.68045,2.14248,2.82939,6.07106,0.450639,0.360669,1,G,11.8199,8.889,7.19003,2.9979400000000003,11.4329,0.259305,0.680125,-1,3.10169
160957,36367200,G,8.85315,2.79587,-7.4447,-3.8892800000000003,7.952389999999999,-0.471415,-1.21154,1,G,9.39308,3.86392,-5.5764,-6.49558,6.78425,-0.8509639999999999,-0.9648469999999999,-1,3.34324
160957,36378120,G,10.8676,1.04092,1.76173,10.6727,2.0462700000000003,2.3538900000000003,1.0371299999999999,1,G,8.75296,1.4728299999999999,-1.4312200000000002,8.50797,2.05368,2.1287700000000003,-0.771073,-1,3.2619700000000003
